Marker_name	Chromosome	Marker_position
A1249	chr2	169833640
A1250	chr2	169936988
A1251	chr1	157834375
A1252	chr1	186645241
A1253	chr3	185452185
A1254	chr3	185103807
A1255	chr3	186722307
A1256	chr17	45817047
A1257	chrX	80185422
A1258	chr13	32738115
A1259	chr11	85724825
A1260	chr17	44751432
A1261	chr2	121621714
A1262	chr2	122251257
A1263	chr16	1822523
A1264	chr19	15291118
A1265	chr11	77287415
A1266	chr4	6443816
A1267	chr19	49854783
A1268	chr11	85972720
A1269	chr5	175996243
A1270	chr5	176052307
A1271	chr11	18519331
A1272	chr17	3732002
A1273	chr17	3847452
A1274	chr15	63643968
A1275	chr3	127474980
A1276	chr12	96118256
A1277	chr2	219525826
A1278	chr12	106495464
A1279	chr15	65772421
A1280	chr15	65928518
A1281	chr18	56591772
A1282	chr17	1543096
A1283	chr18	57011124
A1284	chr15	65846721
A1285	chr6	154576778
A1286	chr17	3977026
A1287	chr6	155746770
A1288	chr1	8930184
A1289	chr15	48540068
A1290	chr19	4655884
A1291	chr19	17439835
A1292	chr6	112400356
A1293	chr1	17945349
A1294	chr4	48102341
A1295	chr12	108583781
A1296	chr20	62070767
A1297	chr10	71170141
A1298	chr12	100614271
A1299	chr15	66653814
A1300	chr7	87845370
A1301	chr1	21318170
A1302	chr12	102490934
A1303	chr7	83853566
A1304	chr22	46709672
A1305	chr7	80461764
A1306	chr22	46676881
A1307	chr11	108005373
A1308	chr22	47023798
A1309	chr22	46844899
A1310	chr10	102233149
A1311	chr2	71582945
A1312	chr7	87484277
A1313	chr18	71820971
A1314	chr2	70915053
A1315	chr11	69588984
A1316	chr1	178255754
A1317	chr16	89780468
A1318	chr10	38398868
A1319	chr14	103910948
A1320	chr12	98991657
A1321	chr3	171938436
A1322	chr2	28627747
A1323	chr17	64856419
A1324	chr17	64995270
A1325	chr4	48640858
A1326	chr2	98492593
A1327	chr7	5639362
A1328	chr7	5585098
A1329	chr18	33809801
A1330	chr3	171423467
A1331	chr13	25270235
A1332	chr19	36570895
A1333	chr3	196897801
A1334	chr3	128489302
A1335	chr7	107245018
A1336	chr10	102268013
A1337	chr12	108935766
A1338	chr2	144187426
A1339	chr2	132237086
A1340	chr10	102542529
A1341	chr3	45047145
A1342	chr1	169972408
A1343	chr3	12611862
A1344	chr2	136615596
A1345	chr11	114315554
A1346	chr11	114277838
A1347	chr12	56950229
A1348	chr12	57009990
A1349	chr3	47438716
A1350	chr3	37071101
A1351	chr12	109542088
A1352	chr1	171297285
A1353	chr1	173719960
A1354	chr16	322140
A1355	chr17	26727938
A1356	chr1	208306626
A1357	chr17	26915442
A1358	chr12	110457279
A1359	chr8	81007019
A1360	chr12	109630215
A1361	chr17	27074488
A1362	chr8	81952174
A1363	chr19	33596617
A1364	chr19	10447475
A1365	chr10	104899498
A1366	chr11	119185736
A1367	chrX	132491824
A1368	chrX	131563670
A1369	chr19	7671989
A1370	chr1	21959254
A1371	chr19	7689431
A1372	chr19	42410765
A1373	chr19	7707263
A1374	chr19	7974045
A1375	chr19	3937757
A1376	chr2	234321951
A1377	chr7	117432449
A1378	chr7	100247402
A1379	chr3	25427623
A1380	chr3	25672936
A1381	chr10	98312537
A1382	chr10	104158074
A1383	chr1	202305946
A1384	chr1	202439830
A1385	chr2	183620095
A1386	chr16	27516055
A1387	chr16	27350544
A1388	chr1	78193604
A1389	chrX	110329051
A1390	chrX	110501041
A1391	chrX	110596305
A1392	chr19	41263918
A1393	chr10	22688776
A1394	chr19	41897831
A1395	chr2	172574424
A1396	chr10	26791932
A1397	chr7	100176815
A1398	chr11	95512839
A1399	chr19	4178353
A1400	chr11	88969773
A1401	chr11	74292529
A1402	chr1	236888842
A1403	chr1	19738666
A1404	chr1	236345498
A1405	chr11	89895372
A1406	chr4	129763579
A1407	chrX	118560732
A1408	chrX	118713441
A1409	chr8	38297504
A1410	chr7	72757400
A1411	chr7	74123510
A1412	chr22	45774722
A1413	chr22	45947566
A1414	chr10	15659036
A1415	chr20	24935215
A1416	chr2	210443812
A1417	chr18	44444238
A1418	chr7	38547236
A1419	chrX	47425911
A1420	chr3	182783434
A1421	chr3	182860814
A1422	chr2	163064427
A1423	chr10	21266009
A1424	chr11	76654876
A1425	chr4	39742038
A1426	chr18	39601482
A1427	chr4	40109159
A1428	chr12	4446354
A1429	chr12	3018347
A1430	chr6	158461548
A1431	chr5	7613257
A1432	chr14	102311230
A1433	chr7	99929073
A1434	chr16	6916217
A1435	chr1	1769612
A1436	chr7	27206085
A1437	chr6	12294011
A1438	chr10	21927826
A1439	chr7	100012532
A1440	chr7	31121582
A1441	chr8	16854684
A1442	chrX	78209140
A1443	chrX	78619522
A1444	chr1	52299670
A1445	chr8	42256278
A1446	chr8	17832913
A1447	chr17	76052582
A1448	chr20	32157861
A1449	chr9	122023740
A1450	chr20	33025119
A1451	chr5	137251046
A1452	chr20	33296668
A1453	chr1	1159849
A1454	chr20	33576723
A1455	chr20	31603460
A1456	chr1	3610924
A1457	chr11	1313242
A1458	chr7	43980886
A1459	chr18	623661
A1460	chr8	93041358
A1461	chr8	95184465
A1462	chr18	241285
A1463	chr2	179335859
A1464	chr2	179161684
A1465	chr5	36647446
A1466	chr2	217021606
A1467	chr3	158377046
A1468	chr2	231145794
A1469	chr1	47052802
A1470	chr2	218766115
A1471	chr19	1831850
A1472	chr10	71918662
A1473	chr1	100898208
A1474	chr12	48146639
A1475	chr19	43038421
A1476	chr12	48468386
A1477	chr10	76861585
A1478	chr19	42786319
A1479	chr19	42918618
A1480	chr8	11674950
A1481	chr19	42804441
A1482	chrX	67457970
A1483	chr4	74358545
A1484	chr16	29809373
A1485	chr6	25677237
A1486	chr6	25450032
A1487	chr1	64092431
A1488	chr2	15751268
A1489	chr19	10886459
A1490	chr6	131272474
A1491	chr6	72854625
A1492	chr6	132669939
A1493	chr6	132800671
A1494	chr22	51214010
A1495	chr19	10605606
A1496	chr6	74115881
A1497	chr19	55706745
A1498	chr13	95110747
A1499	chr20	44985605
A1500	chr3	97629814
A1501	chr3	97002364
A1502	chr2	120239744
A1503	chr9	3372150
A1504	chr2	152315462
A1505	chr12	72166676
A1506	chr4	72245403
A1507	chr9	2104483
A1508	chr19	10128440
A1509	chr6	109361831
A1510	chrX	107119704
A1511	chrX	106468667
A1512	chr19	10095692
A1513	chr16	30732566
A1514	chr9	2782355
A1515	chr13	46653266
A1516	chr15	78899515
A1517	chr5	113764489
A1518	chr7	135120711
A1519	chr14	73646762
A1520	chr3	98276271
A1521	chr3	98229333
A1522	chr14	102731187
A1523	chr14	102576555
A1524	chr20	35674575
A1525	chr20	35025649
A1526	chr11	133802669
A1527	chr1	196858627
A1528	chr1	16809841
A1529	chr18	2594072
A1530	chr15	51249483
A1531	chr1	114329776
A1532	chr1	114080958
A1533	chr4	74963881
A1534	chr4	74309373
A1535	chr2	227948128
A1536	chr5	133468979
A1537	chr6	108424835
A1538	chr18	63483063
A1539	chr3	100990397
A1540	chr3	101303110
A1541	chr14	69683651
A1542	chr14	68102476
A1543	chr5	88106948
A1544	chr1	198667173
A1545	chr1	201045168
A1546	chr1	201277350
A1547	chr3	132385115
A1548	chr2	197019758
A1549	chr9	99317317
A1550	chr9	99529279
A1551	chr2	170101407
A1552	chr19	19914604
A1553	chr1	227920619
A1554	chr1	161723288
A1555	chr12	125588899
A1556	chr5	141312492
A1557	chr7	122796812
A1558	chr7	122242647
A1559	chr5	140503391
A1560	chr5	140299746
A1561	chr5	140805542
A1562	chr1	54396924
A1563	chr18	60515169
A1564	chr18	55391995
A1565	chr1	67817815
A1566	chr7	150955416
A1567	chr5	37566425
A1568	chr5	39189984
A1569	chr2	202536505
A1570	chr2	202299075
A1571	chr2	201681943
A1572	chr11	100950805
A1573	chr5	34031745
A1574	chr18	48440055
A1575	chr5	31543769
A1576	chr2	135696358
A1577	chr6	71196760
A1578	chr6	70748071
A1579	chr18	5511541
A1580	chr2	165605161
A1581	chrX	69695024
A1582	chr1	215294777
A1583	chr1	210413060
A1584	chr1	211524122
A1585	chr5	154334800
A1586	chr5	154292372
A1587	chr8	54151270
A1588	chr17	46132270
A1589	chr3	122687746
A1590	chr3	119676717
A1591	chr3	124550530
A1592	chr12	1352387
A1593	chr2	61735372
A1594	chr4	5527912
A1595	chr3	149605210
A1596	chr9	73602899
A1597	chr16	23633559
A1598	chr6	83829227
A1599	chr6	90313167
A1600	chr6	80936175
A1601	chr8	41848252
A1602	chr9	88936008
A1603	chr17	19722695
A1604	chr8	102593307
A1605	chr5	72162349
A1606	chr1	12014928
A1607	chr17	3587595
A1608	chr17	3661229
A1609	chr13	73342887
A1610	chr13	73473394
A1611	chr13	61059301
A1612	chr13	45538501
A1613	chr13	33256360
A1614	chr5	41800394
A1615	chrX	55764689
A1616	chr12	91378129
A1617	chr16	50805903
A1618	chr19	59007329
A1619	chr19	58981684
A1620	chr19	58235055
A1621	chr19	58086614
A1622	chr19	58306165
A1623	chr19	58988990
A1624	chr19	57713796
A1625	chr19	58901970
A1626	chr4	187578406
A1627	chr4	69195956
A1628	chr3	87290559
A1629	chr1	40849760
A1630	chr1	40193720
A1631	chr1	40741817
A1632	chr2	96862580
A1633	chr4	57837262
A1634	chr4	57788042
A1635	chr12	96378291
A1636	chr12	109213916
A1637	chr11	67352598
A1638	chr11	129977215
A1639	chr12	13246336
A1640	chr12	21495031
A1641	chr12	14947942
A1642	chr1	32692367
A1643	chr1	31682496
A1644	chr1	32143884
A1645	chr1	32654586
A1646	chr2	21245623
A1647	chr2	24854177
A1648	chr2	27279361
A1649	chr2	25321621
A1650	chr2	26177544
A1651	chr2	26308649
A1652	chr2	27733131
A1653	chr2	26440549
A1654	chr2	27221772
A1655	chr2	27453534
A1656	chr11	33738899
A1657	chr11	44613945
A1658	chrX	129153570
A1659	chrX	76901029
A1660	chr5	68656325
A1661	chr9	137805620
A1662	chr3	169499061
A1663	chr3	169091346
A1664	chr5	77716450
A1665	chr6	105788199
A1666	chr6	105241881
A1667	chr18	12967333
A1668	chr1	109548843
A1669	chr2	224765268
A1670	chr1	111963667
A1671	chr1	108710064
A1672	chr6	161475588
A1673	chr7	99981436
A1674	chr1	159906107
A1675	chr7	87237893
A1676	chr16	3186292
A1677	chr7	134135569
A1678	chr8	87535392
A1679	chr16	15171026
A1680	chr11	70263600
A1681	chr11	75909574
A1682	chr2	55480107
A1683	chr8	38107906
A1684	chr1	51781859
A1685	chr1	51902467
A1686	chr1	52854316
A1687	chr4	140624410
A1688	chr19	16641020
A1689	chr2	234161508
A1690	chr2	234429797
A1691	chr1	46670165
A1692	chr1	46728752
A1693	chr1	46377227
A1694	chr9	33032557
A1695	chr9	33135717
A1696	chr9	33273458
A1697	chr9	33330832
A1698	chr12	50365949
A1699	chr5	61691423
A1700	chr5	61812104
A1701	chr11	49199204
A1702	chr7	6080371
A1703	chr7	37914101
A1704	chr7	37857494
A1705	chr7	26372745
A1706	chr10	13374860
A1707	chr16	418955
A1708	chr16	230816
A1709	chr19	41234886
A1710	chr19	42265499
A1711	chr5	150916079
A1712	chr5	150075512
A1713	chr12	124076097
A1714	chr1	236412087
A1715	chr15	80391322
A1716	chr16	82100374
A1717	chrX	16833596
A1718	chrX	18770034
A1719	chr7	73629071
A1720	chrX	53636365
A1721	chr11	113624221
A1722	chr11	111697612
A1723	chr19	50952869
A1724	chr11	89190151
A1725	chr4	8405229
A1726	chr11	95612262
A1727	chr19	49377481
A1728	chr19	49328104
A1729	chr7	100467918
A1730	chr7	100491104
A1731	chr19	49469346
A1732	chr7	100479509
A1733	chr19	49461563
A1734	chr17	26446085
A1735	chr17	26889645
A1736	chr5	178655141
A1737	chr4	69338244
A1738	chr17	42273327
A1739	chr17	76397958
A1740	chr17	61906945
A1741	chr5	176390820
A1742	chr16	57006759
A1743	chr16	55482107
A1744	chr16	56623993
A1745	chr16	55581746
A1746	chr16	56308329
A1747	chr16	56499207
A1748	chr4	2818787
A1749	chr4	2952386
A1750	chr4	2888693
A1751	chr14	50741773
A1752	chr14	52958274
A1753	chr14	52463806
A1754	chr14	52503616
A1755	chr2	70082651
A1756	chr11	65827489
A1757	chr12	27944463
A1758	chr20	57450510
A1759	chr12	32865310
A1760	chr12	28118327
A1761	chr20	58287665
A1762	chr12	29512203
A1763	chr20	55209348
A1764	chr20	54955919
A1765	chr20	55010782
A1766	chrX	15457304
A1767	chr11	77580816
A1768	chr19	6096379
A1769	chrX	115580207
A1770	chr17	60514341
A1771	chr19	49079007
A1772	chr1	63868747
A1773	chr19	54650431
A1774	chr19	55537352
A1775	chr2	120629300
A1776	chr2	118581090
A1777	chr19	6419082
A1778	chr19	3109205
A1779	chr1	23783058
A1780	chr20	33784547
A1781	chr20	31373676
A1782	chr20	30067902
A1783	chr20	30358341
A1784	chr20	34170995
A1785	chr20	30536326
A1786	chr20	34750073
A1787	chr13	99370481
A1788	chr13	99592310
A1789	chr13	111549151
A1790	chr13	95237409
A1791	chr3	51067150
A1792	chr3	50601960
A1793	chr16	57488262
A1794	chr3	12792990
A1795	chr3	47297228
A1796	chr18	6822716
A1797	chr20	6003717
A1798	chr20	138957
A1799	chr14	104257008
A1800	chr20	3541728
A1801	chr20	4135010
A1802	chr20	3677696
A1803	chr20	1361714
A1804	chr20	1438647
A1805	chr20	3213949
A1806	chr20	3309111
A1807	chr20	2483905
A1808	chr20	2707138
A1809	chr20	2777999
A1810	chr20	3838383
A1811	chr4	187198967
A1812	chr20	21327202
A1813	chr20	21166942
A1814	chr12	120921974
A1815	chr12	117507006
A1816	chr20	17935932
A1817	chr12	112849818
A1818	chr20	1624111
A1819	chr12	112307062
A1820	chr12	121597249
A1821	chr20	13730250
A1822	chr20	18472535
A1823	chr12	121791873
A1824	chr20	4911970
A1825	chr12	113766931
A1826	chr20	5087117
A1827	chr20	18405968
A1828	chr12	121942910
A1829	chr20	20187252
A1830	chr12	113904962
A1831	chr20	13433148
A1832	chr12	113357286
A1833	chr12	120598760
A1834	chr12	120636763
A1835	chr12	120675912
A1836	chr12	120745585
A1837	chr12	113172435
A1838	chr20	16403413
A1839	chr20	5924531
A1840	chr20	5899041
A1841	chr12	118578526
A1842	chr12	114818991
A1843	chr12	112101870
A1844	chr12	112456187
A1845	chr12	117767961
A1846	chr16	31197279
A1847	chrX	69369736
A1848	chr19	35653209
A1849	chr19	35172923
A1850	chr19	35501531
A1851	chr19	35610980
A1852	chrX	65435550
A1853	chr16	4574752
A1854	chr16	66606667
A1855	chr17	40321102
A1856	chr11	62403201
A1857	chr19	19747380
A1858	chrX	106334853
A1859	chr17	76215992
A1860	chr12	6884649
A1861	chr12	6866905
A1862	chr14	94503975
A1863	chr14	94532428
A1864	chr14	64943877
A1865	chr12	8242587
A1866	chrX	153186636
A1867	chr19	4204081
A1868	chr10	127554955
A1869	chr14	103127955
A1870	chr14	76669472
A1871	chr19	41117257
A1872	chr19	40962721
A1873	chr1	27459389
A1874	chr9	94835973
A1875	chr14	97000609
A1876	chr14	99974443
A1877	chr3	51996948
A1878	chr1	192547009
A1879	chr16	30105935
A1880	chr7	140710441
A1881	chr7	140406583
A1882	chr1	27250041
A1883	chr4	1308787
A1884	chr19	10389401
A1885	chr19	47236507
A1886	chr12	66615530
A1887	chr12	69745067
A1888	chr3	164746484
A1889	chr1	20830298
A1890	chr16	4315131
A1891	chr15	65417945
A1892	chr15	65269005
A1893	chr3	186362344
A1894	chr3	186300126
A1895	chr3	189757371
A1896	chr3	184092827
A1897	chr3	184103192
A1898	chr19	49983476
A1899	chr16	524315
A1900	chr16	1407638
A1901	chr12	133745634
A1902	chr12	133375469
A1903	chr1	40034475
A1904	chr19	7808671
A1905	chr19	8299462
A1906	chr19	7593203
A1907	chr1	22057445
A1908	chrX	68055415
A1909	chr16	70171366
A1910	chr16	70304822
A1911	chr16	74563434
A1912	chrX	69575280
A1913	chr16	24789984
A1914	chr19	40397248
A1915	chr19	39911139
A1916	chr19	39994328
A1917	chr19	55997653
A1918	chr12	123551294
A1919	chr4	56745491
A1920	chr5	145650963
A1921	chr5	145719335
A1922	chr12	76849583
A1923	chr7	76113152
A1924	chr2	32470222
A1925	chr7	105121411
A1926	chr7	107717397
A1927	chr7	107942614
A1928	chr7	107603972
A1929	chr7	107329667
A1930	chr7	107424791
A1931	chr7	107551795
A1932	chr18	54508701
A1933	chr18	54291635
A1934	chr3	3139765
A1935	chr16	16280082
A1936	chr3	32533852
A1937	chr2	173331631
A1938	chr2	173758811
A1939	chrX	21750185
A1940	chr1	241671982
A1941	chr4	25807218
A1942	chr3	133481325
A1943	chr3	133300839
A1944	chr17	18047568
A1945	chr17	18099830
A1946	chr17	64230397
A1947	chr17	5462745
A1948	chr17	6407199
A1949	chr17	4866844
A1950	chr16	46727930
A1951	chr8	77686487
A1952	chr11	22380346
A1953	chr7	130024067
A1954	chr7	129674708
A1955	chr6	152214290
A1956	chr6	153388989
A1957	chr8	6389051
A1958	chr17	42094935
A1959	chr3	112066426
A1960	chr3	112345892
A1961	chr14	24976015
A1962	chr14	24606771
A1963	chr14	35573198
A1964	chr14	23420903
A1965	chr14	24042626
A1966	chr14	23893437
A1967	chr14	23587669
A1968	chr14	23623693
A1969	chr14	20918917
A1970	chr14	23818818
A1971	chr14	24622881
A1972	chr14	31148168
A1973	chr14	31058799
A1974	chr14	31623164
A1975	chr14	21707474
A1976	chr14	21787779
A1977	chr14	21836028
A1978	chr14	21956037
A1979	chr14	39594802
A1980	chr14	24725979
A1981	chr14	24710364
A1982	chr3	16670056
A1983	chrY	6869225
A1984	chr5	115844971
A1985	chr15	50911841
A1986	chr15	41860704
A1987	chr15	44139889
A1988	chr15	42672408
A1989	chr15	42810489
A1990	chr1	119478924
A1991	chr1	120244629
A1992	chr20	61460053
A1993	chr6	159213608
A1994	chr12	56554612
A1995	chr1	36365310
A1996	chr1	36551776
A1997	chr1	36210693
A1998	chr17	33374673
A1999	chr17	73832052
A2000	chr17	74754739
A2001	chr8	26443742
A2002	chr1	218568769
A2003	chr1	217702379
A2004	chr22	45571809
A2005	chr22	19487558
A2006	chr22	19943314
A2007	chr22	17681536
A2008	chr6	133049915
A2009	chr6	127637304
A2010	chr3	37159648
A2011	chr3	42616016
A2012	chr3	38425545
A2013	chrX	48671588
A2014	chr19	15198411
A2015	chr5	170215702
A2016	chr17	39551910
A2017	chr17	38451528
A2018	chrX	74509177
A2019	chr5	137536185
A2020	chr12	53709944
A2021	chr12	54649305
A2022	chr1	171168084
A2023	chr1	172541230
A2024	chr2	47709779
A2025	chr5	56151690
A2026	chr19	12789623
A2027	chr19	12928685
A2028	chr11	114411527
A2029	chr11	118458426
A2030	chr9	112008749
A2031	chr9	108497859
A2032	chr9	123591518
A2033	chr9	125145403
A2034	chr9	131739676
A2035	chr9	131865278
A2036	chr9	130520808
A2037	chr9	100832189
A2038	chr9	100989613
A2039	chr9	117216045
A2040	chr10	95399056
A2041	chr10	102009746
A2042	chr10	102737451
A2043	chr10	93736804
A2044	chr10	124759327
A2045	chr10	97991401
A2046	chr10	98199019
A2047	chr10	94835439
A2048	chr10	115965546
A2049	chr10	97196349
A2050	chr10	99707671
A2051	chr10	28969069
A2052	chr19	55878794
A2053	chr10	26362326
A2054	chr10	28866731
A2055	chr10	35458802
A2056	chr16	1836047
A2057	chr16	1307296
A2058	chr19	3477472
A2059	chr6	12087113
A2060	chr6	41128584
A2061	chr6	39286609
A2062	chr6	49703623
A2063	chr6	35618861
A2064	chr6	35844931
A2065	chr6	36182544
A2066	chr6	43647284
A2067	chr6	41713148
A2068	chr6	52543646
A2069	chr6	52336499
A2070	chr6	41311009
A2071	chr6	44218222
A2072	chr6	33767119
A2073	chr6	44386712
A2074	chr6	33626246
A2075	chr6	27429709
A2076	chr6	7564379
A2077	chr10	69661287
A2078	chr10	70096939
A2079	chr9	27004982
A2080	chr9	5056608
A2081	chr19	18189779
A2082	chr9	133676197
A2083	chr1	6389390
A2084	chr1	87192063
A2085	chr1	91978864
A2086	chr1	85644642
A2087	chr9	78741407
A2088	chr10	102115736
A2089	chr19	10945054
A2090	chr10	116317817
A2091	chr9	5799096
A2092	chr10	27812170
A2093	chr10	33545805
A2094	chr10	38656369
A2095	chr10	25189534
A2096	chr1	100135798
A2097	chr10	71239327
A2098	chr10	71842294
A2099	chr10	51860458
A2100	chr19	18235552
A2101	chr19	59079120
A2102	chr19	17338520
A2103	chr19	17255968
A2104	chr19	38815072
A2105	chr19	38844002
A2106	chr19	38869820
A2107	chr16	30947240
A2108	chr16	31011263
A2109	chr16	30998496
A2110	chr16	30982526
A2111	chr16	30875614
A2112	chrX	30235941
A2113	chr19	1293791
A2114	chr19	1267131
A2115	chr19	1243286
A2116	chr19	1233156
A2117	chrY	5239266
A2118	chrY	6738013
A2119	chrY	7195801
A2120	chr16	1842693
A2121	chr19	8531824
A2122	chr19	8491027
A2123	chr19	14679882
A2124	chr19	14652344
A2125	chr19	2426757
A2126	chr19	536905
A2127	chr9	21867094
A2128	chr19	757722
A2129	chr14	105347362
A2130	chr19	1091096
A2131	chr19	625410
